"country","rating","name","count_of_rents","amount_made"
"Taiwan","NC-17","Travel","1","3.99"
"Ecuador","R","Sci-Fi","3","9.97"
"South Korea","G","Comedy","1","0.99"
"French Polynesia","R","Family","1","4.99"
"Nigeria","PG-13","Sports","6","21.94"
"Indonesia","NC-17","Foreign","4","23.96"
"French Polynesia","PG-13","Foreign","1","4.99"
"United Kingdom","PG","Sci-Fi","1","4.99"
"Latvia","PG-13","Sports","1","8.99"
"Netherlands","G","Foreign","1","0.99"
"Latvia","PG","Sports","2","11.98"
"Paraguay","NC-17","Horror","1","4.99"
"Moldova","R","Drama","1","5.99"
"Iraq","NC-17","Games","2","12.98"
"Paraguay","NC-17","Sports","2","7.98"
"Nigeria","PG-13","Travel","4","18.96"
"Poland","PG","New","1","8.99"
"Japan","R","Drama","3","4.97"
"Argentina","PG-13","Children","4","17.96"
"Algeria","PG","Animation","2","9.98"
"Cameroon","PG-13","Drama","1","4.99"
"Anguilla","G","Animation","1","0.99"
"Brazil","NC-17","Comedy","7","44.93"
"Yemen","PG","Foreign","2","15.98"
"India","PG-13","Music","11","28.89"
"Netherlands","G","Documentary","2","1.98"
"France","G","Games","1","0.99"
"Chad","NC-17","Animation","1","4.99"
"Canada","R","New","2","10.98"
"Bulgaria","G","Games","1","0.99"
"Slovakia","PG","New","1","2.99"
"Tunisia","NC-17","Children","1","0.99"
"Puerto Rico","R","Music","1","1.99"
"Zambia","G","Drama","1","4.99"
"Chile","R","Sci-Fi","1","2.99"
"Canada","PG-13","Children","1","2.99"
"Hong Kong","NC-17","Sports","2","5.98"
"Ecuador","PG-13","Classics","1","2.99"
"United Kingdom","NC-17","Horror","1","3.99"
"Sudan","PG-13","Foreign","1","2.99"
"Holy See (Vatican City State)","PG-13","Action","1","5.99"
"United Arab Emirates","NC-17","Foreign","2","7.98"
"Turkey","PG-13","Drama","15","66.85"
"Romania","NC-17","Children","1","4.99"
"Malawi","NC-17","Foreign","1","4.99"
"Zambia","PG","Sci-Fi","1","4.99"
"Vietnam","PG","Drama","1","4.99"
"Ethiopia","G","Animation","2","3.98"
"Tuvalu","PG","Children","1","4.99"
"Saudi Arabia","PG","Action","2","4.98"
"Faroe Islands","R","Action","1","0.99"
"Thailand","PG","Games","1","5.99"
"Spain","PG-13","Classics","3","14.97"
"Cameroon","NC-17","New","2","8.98"
"North Korea","NC-17","Music","2","9.98"
"Nauru","NC-17","Comedy","2","8.98"
"Brazil","R","Foreign","10","46.90"
"Belarus","NC-17","Music","2","8.98"
"Nigeria","PG-13","Documentary","2","7.98"
"North Korea","NC-17","Sports","1","4.99"
"Tuvalu","NC-17","Animation","1","2.99"
"Argentina","PG","Action","3","17.97"
"Brazil","PG","Music","6","27.94"
"Turkey","G","Games","4","12.96"
"Netherlands","NC-17","Drama","4","20.96"
"Liechtenstein","PG","Foreign","2","1.98"
"Latvia","R","Music","1","3.99"
"Belarus","PG-13","Drama","2","7.98"
"South Korea","R","Music","2","9.98"
"Taiwan","R","Classics","4","18.96"
"Zambia","PG","Games","1","4.99"
"Philippines","PG","Travel","4","19.96"
"South Africa","PG-13","Horror","4","18.96"
"Pakistan","G","Action","3","13.97"
"Taiwan","G","Comedy","1","3.99"
"Iraq","R","Comedy","1","0.99"
"Taiwan","G","Music","1","0.99"
"Malaysia","PG-13","Travel","1","4.99"
"Nigeria","PG-13","Action","7","24.92"
"Bulgaria","R","Music","1","2.99"
"Switzerland","R","Travel","2","3.98"
"Hungary","PG-13","Travel","1","0.99"
"Vietnam","NC-17","Classics","3","11.97"
"Indonesia","PG-13","Comedy","2","20.98"
"Bangladesh","NC-17","Documentary","1","8.99"
"Paraguay","G","Travel","3","10.97"
"Mexico","PG","New","5","26.95"
"Switzerland","PG","Family","1","0.00"
"Anguilla","NC-17","Travel","2","5.98"
"Italy","G","Comedy","4","18.96"
"Malawi","G","Sports","1","2.99"
"South Africa","G","Games","4","13.96"
"Germany","R","Action","6","36.94"
"United Kingdom","R","Children","1","7.99"
"Russian Federation","G","Action","16","70.84"
"Chad","G","Sports","1","2.99"
"Taiwan","PG","Music","4","6.96"
"Turkey","PG","Drama","1","8.99"
"Mexico","G","New","12","54.88"
"Myanmar","NC-17","Children","1","0.99"
"Venezuela","PG","Documentary","2","5.98"
"Philippines","G","New","8","46.92"
"Yemen","PG-13","Family","1","6.99"
"Egypt","G","Comedy","3","13.97"
"Zambia","R","Classics","2","14.98"
"Iraq","NC-17","Travel","1","2.99"
"Canada","PG","Action","2","6.98"
"Mexico","NC-17","Horror","3","15.97"
"Congo, The Democratic Republic of the","NC-17","Music","1","2.99"
"Russian Federation","NC-17","Horror","2","9.98"
"Israel","G","Sci-Fi","2","7.98"
"China","PG-13","Horror","20","75.80"
"United States","R","Classics","11","42.89"
"United States","R","Games","9","33.91"
"Yemen","G","Horror","1","0.99"
"United States","PG","Foreign","14","54.86"
"Vietnam","NC-17","Travel","4","19.96"
"South Africa","NC-17","Sports","4","15.96"
"Netherlands","R","Action","1","5.99"
"Romania","R","Family","1","0.99"
"Germany","G","Sports","3","13.97"
"Colombia","G","Horror","1","8.99"
"Brazil","PG-13","Sports","12","52.88"
"Morocco","PG","Sci-Fi","1","9.99"
"Bulgaria","PG-13","Children","2","9.98"
"Iran","NC-17","Family","2","3.98"
"Argentina","PG-13","Horror","2","15.98"
"Cambodia","PG","New","1","0.99"
"Vietnam","G","New","3","13.97"
"Pakistan","PG","Sci-Fi","2","14.98"
"Brazil","G","Sports","9","51.91"
"Saudi Arabia","R","Family","2","7.98"
"United States","PG","Classics","6","21.94"
"Congo, The Democratic Republic of the","PG-13","Animation","1","0.99"
"Japan","PG","Foreign","11","41.89"
"Anguilla","G","Comedy","1","4.99"
"Vietnam","R","Sports","1","4.99"
"South Africa","G","Sports","3","11.97"
"South Africa","R","Travel","6","22.94"
"Malaysia","R","Foreign","2","2.98"
"Ukraine","PG-13","Travel","2","9.98"
"Chile","R","Family","1","0.99"
"Malaysia","PG-13","Sci-Fi","2","7.98"
"Austria","PG-13","Children","1","2.99"
"United Kingdom","G","New","2","10.98"
"Tanzania","G","Children","2","3.98"
"Mexico","NC-17","New","8","26.92"
"Argentina","NC-17","Music","9","32.91"
"Hungary","NC-17","Drama","1","0.99"
"Poland","PG","Foreign","1","2.99"
"Nepal","R","Family","1","7.99"
"Spain","R","Sci-Fi","1","0.99"
"Sri Lanka","R","Family","1","0.99"
"Hungary","PG","Classics","1","2.99"
"Nigeria","R","Children","6","24.94"
"Yemen","G","Travel","1","4.99"
"Algeria","PG","Children","2","3.98"
"Lithuania","PG","Sports","1","0.99"
"Bolivia","R","Sports","2","4.98"
"Canada","PG","Animation","1","2.99"
"Switzerland","R","Classics","2","3.98"
"China","G","Action","25","105.74"
"Ecuador","PG","Sci-Fi","1","8.99"
"Nepal","PG","Classics","1","4.99"
"Algeria","G","New","1","2.99"
"Egypt","PG","Travel","3","14.97"
"Bangladesh","NC-17","Drama","2","6.98"
"Holy See (Vatican City State)","PG-13","Children","1","3.99"
"Bolivia","G","Action","1","4.99"
"Ukraine","PG","Travel","1","2.99"
"Peru","R","Foreign","2","10.98"
"Sri Lanka","PG","Children","1","4.99"
"Colombia","PG-13","Sports","3","18.97"
"Poland","PG-13","Horror","3","17.97"
"Israel","PG","Family","3","13.97"
"Indonesia","R","Sci-Fi","3","11.97"
"United States","PG-13","Children","12","50.88"
"Virgin Islands, U.S.","G","Children","1","4.99"
"Estonia","PG","Sports","2","5.98"
"United States","NC-17","Classics","12","40.88"
"France","NC-17","Children","1","6.99"
"Japan","NC-17","Comedy","6","30.94"
"Saudi Arabia","NC-17","Comedy","1","4.99"
"Armenia","PG-13","Animation","4","16.96"
"Venezuela","G","Sci-Fi","3","7.97"
"Brazil","R","Family","11","33.89"
"Argentina","R","New","2","8.98"
"Morocco","NC-17","New","1","0.99"
"Ukraine","R","Music","2","8.98"
"Indonesia","G","Children","1","2.99"
"Netherlands","NC-17","Foreign","1","4.99"
"Bahrain","PG","Sports","1","2.99"
"Mozambique","G","Classics","1","5.99"
"Sri Lanka","PG","New","1","2.99"
"Turkey","PG","Sci-Fi","6","11.94"
"Venezuela","G","Children","1","2.99"
"Poland","G","Comedy","5","18.95"
"Canada","R","Classics","1","6.99"
"Poland","G","Sci-Fi","2","5.98"
"Virgin Islands, U.S.","NC-17","Drama","1","5.99"
"Switzerland","PG-13","New","2","12.98"
"United Kingdom","PG-13","Sci-Fi","1","5.99"
"Ecuador","PG","Animation","1","4.99"
"Taiwan","PG","Children","3","13.97"
"Iran","PG","Classics","3","10.97"
"Indonesia","NC-17","Family","4","13.96"
"Brazil","NC-17","Drama","17","60.83"
"Ukraine","NC-17","Action","1","2.99"
"Tanzania","R","Music","4","20.96"
"United Arab Emirates","PG-13","Foreign","1","5.99"
"Greece","R","Sports","2","9.98"
"Brunei","NC-17","Comedy","3","14.97"
"Iraq","PG-13","New","2","10.98"
"Finland","R","Animation","1","0.99"
"Italy","NC-17","Music","7","33.93"
"Romania","R","Sports","3","12.97"
"Thailand","NC-17","Games","2","10.98"
"Spain","R","Sports","1","4.99"
"Poland","PG-13","Foreign","3","11.97"
"French Guiana","G","Action","1","1.99"
"Egypt","PG-13","Horror","5","17.95"
"India","G","Action","32","107.68"
"Philippines","PG-13","Children","7","21.93"
"Poland","G","Travel","1","5.99"
"Spain","PG","Drama","1","3.99"
"Russian Federation","NC-17","Classics","5","25.95"
"Chile","PG-13","Children","2","11.98"
"Vietnam","R","Drama","1","2.99"
"Yemen","PG-13","Music","1","1.99"
"Nauru","PG","Children","1","1.99"
"Colombia","G","Comedy","4","20.96"
"Spain","R","Games","3","14.97"
"Cambodia","PG-13","Action","1","0.99"
"Tunisia","G","Drama","1","2.99"
"China","G","Classics","15","47.85"
"Kazakstan","NC-17","Games","1","7.99"
"Indonesia","PG-13","Horror","2","13.98"
"Czech Republic","NC-17","New","2","5.98"
"Congo, The Democratic Republic of the","PG","Documentary","2","9.98"
"Thailand","NC-17","Travel","1","4.99"
"Colombia","PG","Family","7","23.93"
"Afghanistan","R","Games","1","2.99"
"Mozambique","PG-13","New","3","14.97"
"Iran","PG-13","Classics","5","22.95"
"Japan","R","Comedy","4","28.96"
"United Arab Emirates","NC-17","Action","2","4.98"
"Ecuador","G","Foreign","1","2.99"
"Mexico","PG-13","Children","11","49.89"
"Belarus","PG-13","Family","2","5.98"
"Cameroon","NC-17","Family","1","4.99"
"Brazil","PG-13","Travel","8","30.92"
"Nepal","PG-13","Action","1","2.99"
"Brazil","PG-13","Family","10","55.90"
"Pakistan","PG-13","Horror","2","8.98"
"Nauru","R","Children","1","2.99"
"Tanzania","R","Games","4","10.96"
"North Korea","R","Music","3","15.97"
"Romania","G","Sci-Fi","2","4.98"
"Mozambique","PG-13","Horror","1","4.99"
"Angola","G","Children","1","4.99"
"France","NC-17","Travel","1","4.99"
"Yemen","R","Documentary","1","0.99"
"French Polynesia","G","Classics","1","0.99"
"Saudi Arabia","NC-17","Action","1","0.99"
"Ukraine","R","Family","2","1.98"
"Colombia","PG","Action","2","13.98"
"Yemen","PG","Travel","3","16.97"
"Runion","PG","Documentary","2","5.98"
"Argentina","PG","New","2","5.98"
"Poland","R","Action","3","13.97"
"Venezuela","NC-17","New","4","14.96"
"Argentina","R","Documentary","6","16.94"
"Argentina","NC-17","Comedy","1","2.99"
"Armenia","NC-17","Games","1","4.99"
"Canada","R","Animation","3","10.97"
"Bolivia","PG","Classics","2","7.98"
"Brazil","R","Action","10","44.91"
"Greece","NC-17","Classics","1","6.99"
"Estonia","NC-17","Drama","1","4.99"
"Sudan","PG","Family","1","4.99"
"Ecuador","R","Sports","4","22.96"
"Virgin Islands, U.S.","R","Music","1","4.99"
"Canada","PG","Sci-Fi","3","11.97"
"Kazakstan","R","Comedy","2","7.98"
"Taiwan","PG","Action","2","6.98"
"Ecuador","NC-17","Travel","1","0.99"
"Ukraine","G","Classics","2","5.98"
"Tunisia","R","Foreign","1","0.99"
"Mexico","PG","Children","11","41.89"
"Netherlands","PG","Games","3","10.97"
"Belarus","NC-17","Games","2","8.98"
"Israel","PG","New","2","8.98"
"Madagascar","PG","Family","1","0.99"
"Egypt","PG-13","Music","2","7.98"
"Poland","PG","Children","1","3.99"
"South Africa","PG","Horror","4","22.96"
"Italy","G","Sci-Fi","1","2.99"
"Senegal","R","Sports","1","5.99"
"Philippines","G","Children","5","18.95"
"Virgin Islands, U.S.","G","Comedy","1","2.99"
"Cambodia","NC-17","Music","1","6.99"
"Pakistan","PG-13","Animation","1","5.99"
"Philippines","NC-17","Drama","7","25.93"
"Ukraine","PG","Children","1","2.99"
"Egypt","G","Drama","3","18.97"
"Turkey","NC-17","Classics","2","7.98"
"India","PG","Documentary","24","111.76"
"Venezuela","PG-13","Documentary","2","10.98"
"Tonga","PG","Comedy","1","5.99"
"Virgin Islands, U.S.","NC-17","Animation","3","20.97"
"Vietnam","NC-17","Children","4","9.96"
"Moldova","R","Family","1","0.99"
"Chile","G","Horror","1","2.99"
"Malaysia","PG-13","Children","2","5.98"
"Brazil","NC-17","Foreign","8","35.92"
"Philippines","G","Action","3","13.97"
"Nigeria","PG-13","Animation","7","20.93"
"Morocco","NC-17","Music","2","7.98"
"Yemen","NC-17","Classics","2","1.98"
"Germany","NC-17","Travel","2","9.98"
"Faroe Islands","R","New","1","4.99"
"Mexico","R","Travel","10","49.90"
"Paraguay","G","Horror","2","11.98"
"Tanzania","PG-13","New","1","10.99"
"Myanmar","G","Sci-Fi","2","4.98"
"Pakistan","PG-13","Games","1","2.99"
"Finland","PG-13","Games","1","4.99"
"Italy","PG","Action","1","4.99"
"Estonia","R","Comedy","1","4.99"
"China","G","Drama","15","60.85"
"Kuwait","G","Classics","1","2.99"
"Egypt","PG","Sports","5","28.95"
"Japan","R","Music","7","22.93"
"Afghanistan","PG-13","Action","1","8.99"
"Chile","NC-17","Classics","1","0.99"
"Algeria","PG","Music","1","2.99"
"Iran","PG-13","Documentary","3","16.97"
"Saint Vincent and the Grenadines","G","Travel","1","2.99"
"China","PG","Games","6","38.94"
"Canada","R","Documentary","1","2.99"
"Dominican Republic","NC-17","Animation","1","4.99"
"Bulgaria","G","New","1","8.99"
"France","G","Foreign","2","6.98"
"Saudi Arabia","R","Classics","1","7.99"
"Tonga","PG-13","New","1","5.99"
"Germany","PG-13","Games","1","4.99"
"United States","G","Drama","7","43.93"
"Venezuela","G","Sports","1","4.99"
"Sweden","NC-17","Drama","1","5.99"
"Congo, The Democratic Republic of the","PG-13","Comedy","3","12.97"
"Bolivia","PG","Documentary","2","7.98"
"Bolivia","G","Comedy","1","3.99"
"Japan","NC-17","Action","7","20.93"
"Kenya","PG","Sports","1","2.99"
"Estonia","R","Family","2","5.98"
"Poland","G","Drama","1","2.99"
"Ukraine","NC-17","Music","7","22.93"
"Iran","G","Comedy","2","8.98"
"China","PG","Sports","23","108.77"
"Mozambique","NC-17","Foreign","2","7.98"
"Dominican Republic","NC-17","Sports","1","0.99"
"Kuwait","G","Foreign","1","4.99"
"South Korea","NC-17","Sci-Fi","1","4.99"
"Afghanistan","R","Sci-Fi","1","2.99"
"United Kingdom","R","Foreign","5","18.95"
"Morocco","PG-13","Horror","2","4.98"
"United Kingdom","NC-17","Drama","9","43.91"
"French Polynesia","PG-13","Comedy","1","2.99"
"Ecuador","PG-13","Travel","1","3.99"
"Slovakia","G","Drama","1","6.99"
"Argentina","R","Music","3","2.97"
"Kenya","PG","Comedy","1","4.99"
"Canada","G","Horror","1","5.99"
"Switzerland","G","Action","2","3.98"
"Latvia","PG-13","Games","2","4.98"
"Poland","PG-13","Comedy","3","14.97"
"Russian Federation","PG-13","Family","7","23.93"
"Nigeria","G","Horror","4","15.96"
"China","PG","Sci-Fi","11","57.89"
"Philippines","NC-17","Family","8","26.92"
"Germany","PG","Documentary","3","14.97"
"Egypt","G","Documentary","2","2.98"
"Sweden","R","Travel","1","4.99"
"Paraguay","G","Drama","1","2.99"
"Algeria","PG-13","Travel","2","7.98"
"Myanmar","R","Comedy","1","2.99"
"Austria","R","Action","1","4.99"
"Mexico","R","Children","7","17.93"
"Mexico","G","Foreign","5","18.95"
"Ecuador","PG-13","Foreign","3","18.97"
"Madagascar","G","Horror","2","5.98"
"Poland","PG-13","Classics","1","0.99"
"Saudi Arabia","G","Comedy","1","1.99"
"Pakistan","NC-17","Comedy","1","4.99"
"France","G","Children","2","5.98"
"Yugoslavia","R","Horror","5","27.95"
"Gambia","NC-17","Comedy","1","4.99"
"Pakistan","G","Drama","2","7.98"
"Sweden","R","Children","1","2.99"
"Argentina","NC-17","Animation","4","16.96"
"Mozambique","G","Animation","1","0.99"
"Sweden","PG","Action","1","2.99"
"Estonia","PG-13","Family","1","4.99"
"Morocco","G","Sci-Fi","1","5.99"
"Gambia","PG","Documentary","1","3.99"
"Greenland","R","Documentary","1","0.99"
"Saint Vincent and the Grenadines","G","Action","1","2.99"
"Netherlands","PG","Horror","1","4.99"
"Azerbaijan","NC-17","Children","1","7.99"
"Latvia","R","Sports","1","0.99"
"Indonesia","NC-17","Music","5","26.95"
"Saudi Arabia","PG-13","Children","1","4.99"
"Ukraine","NC-17","Drama","1","4.99"
"Gambia","G","Children","1","4.99"
"Philippines","G","Documentary","1","0.99"
"Latvia","NC-17","Sports","2","3.98"
"United States","PG","Drama","4","12.96"
"Lithuania","PG","Comedy","1","3.99"
"Mexico","PG","Classics","6","21.94"
"Kuwait","PG-13","Games","1","0.99"
"Oman","G","Family","1","0.99"
"Malawi","R","Horror","1","7.99"
"Chile","G","Action","2","5.98"
"Kazakstan","G","Animation","3","8.97"
"Tanzania","PG-13","Travel","1","2.99"
"Cameroon","R","Music","3","13.97"
"Tuvalu","PG","Sci-Fi","2","7.98"
"New Zealand","PG","Classics","1","2.99"
"Poland","PG-13","Drama","4","24.96"
"North Korea","NC-17","Games","1","4.99"
"Anguilla","G","Family","1","0.99"
"Dominican Republic","PG","Sports","1","5.99"
"Iran","G","Horror","2","5.98"
"Romania","NC-17","Sci-Fi","1","5.99"
"Indonesia","R","Children","3","4.97"
"Afghanistan","NC-17","New","1","5.99"
"South Africa","PG-13","Foreign","6","30.94"
"Russian Federation","R","Children","6","18.94"
"Angola","PG","Comedy","3","6.97"
"Cameroon","G","New","1","5.99"
"American Samoa","PG","Drama","1","0.99"
"Yugoslavia","NC-17","Children","1","3.99"
"Sudan","G","Foreign","1","9.99"
"Iraq","R","Family","1","0.99"
"Peru","PG-13","Games","2","9.98"
"India","R","Family","27","84.73"
"Algeria","R","Action","2","7.98"
"Bolivia","G","Animation","1","4.99"
"Azerbaijan","R","Drama","1","3.99"
"South Africa","G","Foreign","2","11.98"
"Oman","PG-13","Comedy","1","7.99"
"Canada","PG-13","Documentary","2","11.98"
"South Korea","PG-13","Children","3","13.97"
"Cameroon","NC-17","Animation","1","3.98"
"Virgin Islands, U.S.","PG-13","Sci-Fi","1","1.99"
"United States","PG-13","Comedy","12","54.88"
"Sri Lanka","PG-13","Games","1","2.99"
"India","PG-13","Games","14","62.87"
"Argentina","R","Family","6","22.94"
"Brazil","PG-13","Classics","9","26.91"
"Cambodia","PG","Documentary","2","8.98"
"Saint Vincent and the Grenadines","PG","Comedy","1","4.99"
"Netherlands","G","Horror","2","7.98"
"Mozambique","R","Children","1","0.99"
"Romania","R","Children","1","2.99"
"Turkmenistan","G","Drama","1","3.99"
"Bolivia","R","Action","1","0.99"
"Saudi Arabia","PG-13","Travel","1","5.99"
"Venezuela","PG","Foreign","2","3.98"
"Turkey","G","Thriller","1","2.99"
"Mozambique","G","Comedy","1","2.99"
"Turkey","NC-17","Documentary","3","2.97"
"Algeria","PG-13","New","1","4.99"
"Germany","PG-13","Classics","3","12.97"
"Taiwan","PG-13","Classics","3","10.97"
"Philippines","NC-17","Travel","2","1.98"
"Sri Lanka","NC-17","Drama","1","0.99"
"Saudi Arabia","PG","Family","1","9.99"
"Myanmar","NC-17","Documentary","1","2.99"
"Chile","NC-17","Sci-Fi","1","8.99"
"Angola","NC-17","Animation","1","3.99"
"Germany","PG-13","Documentary","3","4.97"
"France","R","Children","2","12.98"
"Oman","R","Horror","3","11.97"
"Switzerland","R","Drama","1","5.99"
"Estonia","PG","Foreign","1","0.99"
"Argentina","G","Music","1","0.99"
"Cameroon","PG-13","Foreign","3","9.97"
"Russian Federation","R","Family","12","43.88"
"Austria","NC-17","Classics","3","2.97"
"Virgin Islands, U.S.","G","Foreign","1","4.99"
"Moldova","NC-17","Documentary","1","2.99"
"Philippines","G","Games","2","5.98"
"Italy","NC-17","Family","2","13.98"
"China","R","Documentary","19","70.81"
"Algeria","G","Drama","1","7.99"
"Saudi Arabia","G","Thriller","1","4.99"
"Algeria","PG-13","Classics","1","0.99"
"Slovakia","PG-13","Drama","1","3.99"
"Germany","G","Children","2","11.98"
"Tonga","PG","Music","1","2.99"
"Indonesia","G","New","2","10.98"
"Virgin Islands, U.S.","NC-17","Documentary","1","0.99"
"Greece","NC-17","Comedy","1","0.99"
"Israel","PG","Travel","1","4.99"
"Kenya","PG","Travel","3","11.97"
"Gambia","R","Animation","1","6.99"
"Azerbaijan","PG","Animation","1","5.99"
"Bahrain","PG","Action","1","5.99"
"Peru","NC-17","Foreign","1","4.99"
"Tanzania","G","Sci-Fi","1","0.99"
"French Polynesia","R","Action","2","7.98"
"China","G","Family","15","73.85"
"Nigeria","NC-17","Horror","3","9.97"
"Cameroon","PG-13","Games","2","1.98"
"South Africa","NC-17","Foreign","1","2.99"
"Vietnam","G","Animation","2","9.98"
"Pakistan","NC-17","Music","2","5.98"
"Spain","PG-13","Comedy","1","7.99"
"India","NC-17","Documentary","21","106.79"
"Brazil","PG","Animation","7","33.93"
"Brazil","G","Family","5","22.95"
"Tunisia","R","Documentary","1","8.99"
"Thailand","G","New","1","4.99"
"Hungary","PG","Music","1","1.99"
"Israel","PG-13","Children","1","0.99"
"Mexico","G","Horror","1","2.99"
"Indonesia","PG","Animation","4","18.96"
"Kenya","R","Horror","2","9.98"
"China","R","Children","17","60.83"
"Morocco","G","Horror","1","0.99"
"Ethiopia","NC-17","Music","1","4.99"
"Czech Republic","R","Comedy","2","15.98"
"Dominican Republic","NC-17","Horror","1","2.99"
"Taiwan","NC-17","Drama","6","23.94"
"Ukraine","NC-17","Classics","1","0.99"
"Turkmenistan","PG-13","Travel","1","0.99"
"North Korea","G","Travel","1","2.99"
"Morocco","R","Family","3","15.97"
"Cameroon","NC-17","Foreign","2","9.98"
"Cambodia","R","Foreign","2","6.98"
"Gambia","G","Comedy","3","6.97"
"Egypt","PG-13","Animation","5","21.95"
"Ethiopia","PG-13","Animation","1","1.99"
"Runion","PG","Music","1","4.99"
"Cameroon","NC-17","Games","1","0.99"
"Algeria","R","Classics","1","5.99"
"Iran","R","Children","1","6.99"
"Saudi Arabia","NC-17","Animation","4","11.96"
"India","PG-13","Travel","12","44.88"
"Iran","G","Sci-Fi","3","13.97"
"Poland","PG","Sports","3","13.97"
"Senegal","PG","Travel","2","3.98"
"Tanzania","G","Family","1","2.99"
"Russian Federation","PG-13","Comedy","10","46.90"
"Argentina","PG","Travel","6","29.94"
"France","NC-17","Drama","3","11.97"
"Mexico","PG-13","Action","6","14.94"
"Kenya","R","Children","1","2.99"
"Sri Lanka","G","Travel","1","4.99"
"China","PG","Classics","12","36.88"
"Tuvalu","PG-13","Music","1","4.99"
"Vietnam","PG","Action","2","8.98"
"Netherlands","NC-17","Games","1","0.99"
"Oman","G","Documentary","1","6.99"
"Poland","PG-13","Action","2","3.98"
"Japan","NC-17","Drama","18","95.82"
"Paraguay","PG-13","Classics","1","0.99"
"Greece","R","Drama","1","2.99"
"Ethiopia","NC-17","Games","1","0.99"
"South Korea","G","Animation","1","0.99"
"Yugoslavia","PG-13","Games","2","8.98"
"United States","NC-17","Sports","14","60.85"
"Bahrain","G","Action","2","6.98"
"Turkey","NC-17","Horror","4","8.96"
"Sudan","PG","Foreign","1","7.99"
"Iraq","NC-17","Drama","1","9.99"
"France","PG","Sports","3","14.97"
"Algeria","PG-13","Sci-Fi","2","9.98"
"Mexico","R","Family","10","36.90"
"Angola","NC-17","New","1","3.99"
"Azerbaijan","NC-17","New","3","8.97"
"Congo, The Democratic Republic of the","PG-13","Horror","2","10.98"
"Gambia","G","Animation","1","2.99"
"France","NC-17","New","3","10.97"
"Holy See (Vatican City State)","NC-17","Drama","2","11.98"
"Saudi Arabia","PG","Sports","3","14.97"
"Saudi Arabia","G","Horror","1","2.99"
"Iran","G","New","4","19.96"
"Sweden","NC-17","Family","1","4.99"
"Netherlands","G","Sci-Fi","1","5.99"
"Pakistan","PG-13","Music","1","0.99"
"Greenland","G","Action","1","5.99"
"Vietnam","PG","Animation","3","17.97"
"Algeria","PG-13","Foreign","2","6.98"
"Ecuador","PG","Music","1","8.99"
"China","PG-13","Drama","27","96.73"
"Saudi Arabia","NC-17","Sci-Fi","2","5.98"
"Turkey","G","Comedy","3","12.97"
"Brazil","NC-17","Sci-Fi","6","27.94"
"Romania","PG-13","Drama","1","0.99"
"Switzerland","G","Documentary","2","12.98"
"Venezuela","PG-13","Sports","5","19.95"
"France","PG-13","Sports","2","11.98"
"Bulgaria","PG-13","Horror","1","4.99"
"Philippines","NC-17","Documentary","5","18.95"
"Greece","NC-17","Family","1","3.99"
"South Korea","PG","Documentary","2","5.98"
"Malawi","PG","Sports","1","4.99"
"South Korea","NC-17","Documentary","3","11.97"
"Bahrain","PG","Drama","1","4.99"
"Canada","G","Classics","2","1.98"
"Russian Federation","R","Sports","6","30.94"
"Azerbaijan","PG","Action","1","2.99"
"Japan","NC-17","Children","10","26.90"
"Yemen","G","Animation","1","5.99"
"Venezuela","PG","Travel","3","10.97"
"Algeria","PG-13","Sports","1","2.99"
"Thailand","G","Sports","1","8.99"
"Dominican Republic","PG","Children","1","0.99"
"Poland","R","Music","6","15.94"
"Greece","R","Animation","1","6.99"
"South Korea","NC-17","Sports","1","7.99"
"Colombia","PG","Comedy","1","0.99"
"Belarus","PG","Classics","3","11.97"
"Puerto Rico","G","Drama","2","5.98"
"Taiwan","R","Children","3","9.97"
"Vietnam","NC-17","Action","1","6.99"
"Russian Federation","PG-13","Action","12","59.88"
"Thailand","R","Classics","1","4.99"
"Turkmenistan","PG","Foreign","1","2.99"
"Yemen","R","Family","2","3.98"
"Pakistan","PG","Family","1","5.99"
"Mexico","PG-13","New","7","32.93"
"Tunisia","G","Foreign","2","4.98"
"Sweden","PG","Classics","1","0.99"
"Yugoslavia","R","Foreign","1","0.99"
"Taiwan","PG-13","Documentary","2","5.98"
"Iraq","PG-13","Action","2","10.98"
"Chad","PG","Classics","1","0.99"
"Italy","PG","Horror","2","6.98"
"Moldova","NC-17","Family","1","0.99"
"Colombia","R","Family","2","4.98"
"Czech Republic","G","New","1","2.99"
"Poland","R","Documentary","2","5.98"
"Ethiopia","PG-13","Foreign","1","6.99"
"Argentina","R","Drama","2","12.98"
"Netherlands","PG-13","Classics","3","20.97"
"Egypt","NC-17","Drama","5","27.95"
"Malaysia","G","Comedy","1","6.99"
"Israel","PG","Children","1","4.99"
"China","R","Comedy","12","68.88"
"Yugoslavia","PG-13","Sports","1","0.99"
"Congo, The Democratic Republic of the","R","Family","1","2.99"
"Austria","PG-13","Classics","1","4.99"
"South Africa","R","Action","8","35.92"
"Malawi","PG","Travel","1","2.99"
"Philippines","NC-17","Animation","11","36.89"
"Chad","R","Sports","2","10.98"
"Iran","PG","New","1","6.99"
"Myanmar","G","Family","1","2.99"
"Moldova","R","Classics","1","6.99"
"Sudan","NC-17","New","1","2.99"
"South Korea","G","Children","1","2.99"
"Philippines","PG","Children","3","8.97"
"North Korea","PG-13","Family","1","2.99"
"Romania","PG","Games","1","3.99"
"Moldova","PG-13","New","1","3.99"
